filename,width,height,class,xmin,ymin,xmax,ymax
000000006753.jpg,443,640,apple,0,256.91,118.59,277.56
000000008691.jpg,427,640,apple,362.06,139.07,388.82,155.29
000000014366.jpg,640,426,apple,192.42,55.52,267.09,110.09
000000003242.jpg,612,612,apple,579.35,321.31,598.42,342.71
000000021260.jpg,480,640,apple,1.44,313.51,204.68,554.23
000000003242.jpg,612,612,apple,580.71,288,601.38,318.3
000000003242.jpg,612,612,apple,555.88,300.99,580.93,334.55
000000006753.jpg,443,640,apple,0,237.51,117.64,258.11
000000003242.jpg,612,612,apple,56.83,177.6,70.95,190.41
000000008691.jpg,427,640,apple,260.43,168.11,286.86,195.08
000000003242.jpg,612,612,apple,261.57,302.92,274.72,316.07
000000003242.jpg,612,612,apple,523.99,327.74,542.17,343.36
000000027190.jpg,640,426,apple,351.76,316.41,367.02,329.96
000000026625.jpg,453,640,apple,33.73,230.9,76.68,268.9
000000014366.jpg,640,426,apple,294.16,62.1,367.52,111.01
000000022953.jpg,640,478,apple,468.99,93.53,479.98,108.3
000000015759.jpg,640,640,apple,0,2.39,640,576.38
000000008691.jpg,427,640,apple,205.86,53.16,426.82,216.08
000000003242.jpg,612,612,apple,521.4,289.51,536.51,300.98
000000006753.jpg,443,640,apple,2.78,218.69,118.87,239.36
000000014366.jpg,640,426,apple,82.78,59.65,155.49,111.64
000000008691.jpg,427,640,apple,0,75.98,152.45,231.31
000000027190.jpg,640,426,apple,374.02,328.68,389.64,341.2
000000006753.jpg,443,640,apple,131.63,263.78,187.94,284.51
000000027190.jpg,640,426,apple,403.17,337,417.66,350.59
000000008691.jpg,427,640,apple,118.28,69.35,269.35,227.85
000000027190.jpg,640,426,apple,299.08,284.91,435.72,351.74
000000006753.jpg,443,640,apple,1.62,279.35,115.7,297.02
000000027190.jpg,640,426,apple,407.84,323.48,424.27,340.27
000000006753.jpg,443,640,apple,1.76,200.14,121.72,219.27
000000032665.jpg,640,640,apple,519.7,401.06,551.23,439.83
000000018312.jpg,640,480,apple,394.75,217.81,466.69,289.75
000000018312.jpg,640,480,apple,272.14,327.71,355.25,410.35
000000014366.jpg,640,426,apple,471.44,59.21,541.58,109.69
000000018312.jpg,640,480,apple,97.55,261.07,152.42,326.74
000000018312.jpg,640,480,apple,191.95,306.54,227.43,344.59
000000018312.jpg,640,480,apple,91.17,195.54,122.16,229.35
000000018312.jpg,640,480,apple,175.01,266.36,209.78,296.86
000000018312.jpg,640,480,apple,470.03,331.45,513.82,391.03
000000027190.jpg,640,426,apple,612.76,294.25,640,317.4
000000018312.jpg,640,480,apple,422.69,336.27,482.75,391.57
000000027190.jpg,640,426,apple,430.53,343.2,449.08,353.31
000000026812.jpg,333,500,orange,273.89,172.08,311,197.89
000000024714.jpg,640,426,orange,115.34,225.71,141.9,241.77
000000024714.jpg,640,426,orange,130.1,233.62,152.57,251.56
000000023363.jpg,640,467,orange,438.37,79.57,578.96,192.6
000000009185.jpg,640,428,orange,495.03,112.18,640,300.3
000000020966.jpg,640,480,orange,183.41,87.68,195.86,96.36
000000006753.jpg,443,640,orange,348.25,475.83,353.77,483.85
000000024849.jpg,480,640,orange,309.54,357.48,334.97,378.72
000000026625.jpg,453,640,orange,86.97,185.43,112.71,208.28
000000006753.jpg,443,640,orange,333.9,456.59,373.56,505.43
000000024714.jpg,640,426,orange,129.33,247.87,155.17,259.97
000000026812.jpg,333,500,orange,309.06,177.29,333,200.58
000000024849.jpg,480,640,orange,308.24,330.12,331.23,357.74
000000009185.jpg,640,428,orange,0,143.31,34.62,214.48
000000020966.jpg,640,480,orange,149.08,114.45,185.28,138.68
000000022484.jpg,640,480,orange,259.82,173.81,266.79,180.36
000000008691.jpg,427,640,orange,160.16,328.24,363.2,404.38
000000023363.jpg,640,467,orange,13.64,200.44,167.91,293.84
000000035741.jpg,640,480,orange,304.73,296.88,342.71,329.04
000000010784.jpg,640,423,orange,223.12,363.69,240.66,374.99
000000009866.jpg,640,480,orange,172.88,205.18,269.33,312.01
000000026625.jpg,453,640,orange,69.8,163.06,96.72,184.4
000000026812.jpg,333,500,orange,28.61,349.26,77.73,390.87
000000009866.jpg,640,480,orange,203.56,106.11,246.8,148.45
000000000670.jpg,640,427,orange,392.06,231.61,543.66,347.81
000000022484.jpg,640,480,orange,273.85,178.87,284.19,186.95
000000022484.jpg,640,480,orange,263.47,180.81,273.58,188.72
000000026625.jpg,453,640,orange,115.24,230.54,137.04,252.88
000000022484.jpg,640,480,orange,257.13,179.21,264.49,186.77
000000026625.jpg,453,640,orange,116.54,245.76,145.8,268.2
000000022484.jpg,640,480,orange,248.32,181.12,258.72,188.09
000000020966.jpg,640,480,orange,142.14,81.92,161.84,94.36
000000020966.jpg,640,480,orange,167.29,109.24,172.52,114.73
000000022484.jpg,640,480,orange,239.79,176.89,249.35,186.77
000000026812.jpg,333,500,orange,14.88,288.77,50.29,321.74
000000020966.jpg,640,480,orange,127.05,89.41,145.66,95.92
000000022484.jpg,640,480,orange,246.38,168.84,258.85,177.33
000000010784.jpg,640,423,orange,204.64,360.49,223.85,371.62
000000010784.jpg,640,423,orange,227.86,354.62,243.13,365.57
000000022484.jpg,640,480,orange,230.69,183.09,242.17,191.36
000000022484.jpg,640,480,orange,265.11,175.55,274.19,183.83
000000022484.jpg,640,480,orange,248.01,175.96,256.74,181.9
000000022484.jpg,640,480,orange,231.43,188.19,245.85,201.94
000000022484.jpg,640,480,orange,242.11,185.53,254.57,194.73
000000026812.jpg,333,500,banana,245.45,349.35,333,480.52
000000010784.jpg,640,423,banana,450.18,119.2,510.38,181.56
000000026812.jpg,333,500,banana,87.88,69.34,124.06,109.62
000000024714.jpg,640,426,banana,315.8,185.4,341.9,206.39
000000021260.jpg,480,640,banana,320.83,305.87,480,447.17
000000010784.jpg,640,423,banana,115.01,169.22,149.66,229.21
000000031157.jpg,640,480,banana,590,245,640,345
000000010784.jpg,640,423,banana,204.9,154.65,256.08,204.87
000000024714.jpg,640,426,banana,244.76,186.75,255.88,195.02
000000006753.jpg,443,640,banana,178.73,378.83,241.4,430.51
000000010784.jpg,640,423,banana,612.45,117.84,639.99,178.81
000000006753.jpg,443,640,banana,186.83,276.02,201.79,303.47
000000010784.jpg,640,423,banana,152.21,164.3,186.3,225.45
000000010784.jpg,640,423,banana,169.15,157.06,218.44,220.43
000000010784.jpg,640,423,banana,556.36,116.23,609.92,176.49
000000010784.jpg,640,423,banana,351.85,119.66,395.39,186.86
000000010784.jpg,640,423,banana,504.29,121.7,560.19,181.69
000000033601.jpg,426,640,apple,184.27,602.29,199.02,622.44
000000016123.jpg,480,640,apple,22.4,437.35,78.38,493.65
000000025167.jpg,640,480,apple,443.84,390.23,506.18,456.31
000000017488.jpg,640,428,apple,448.1,19.32,640,234.72
000000022484.jpg,640,480,apple,462.4,170.63,473.98,178.89
000000001888.jpg,640,427,apple,0,157.15,16.64,208.17
000000031157.jpg,640,480,apple,553.17,264.27,595.02,300.49
000000020966.jpg,640,480,apple,120.86,77.66,162.86,95.78
000000008562.jpg,640,417,apple,371.59,324.79,427.43,379.79
000000024849.jpg,480,640,apple,294.38,380.98,315.12,401.09
000000020966.jpg,640,480,apple,133.81,94.95,149.56,101.66
000000032665.jpg,640,640,apple,414.5,435.54,480.33,490.97
000000009866.jpg,640,480,apple,348.96,117.78,465.39,231.61
000000018312.jpg,640,480,apple,292.95,135.17,367.36,206.58
000000027718.jpg,640,480,apple,61.12,288.15,147.53,346.22
000000010037.jpg,640,426,apple,539.49,268.89,599.7,289.6
000000022142.jpg,640,517,apple,403.16,326.45,429.5,345.65
000000024714.jpg,640,426,apple,236.89,193.65,259.58,217.99
000000027718.jpg,640,480,apple,0.06,308.44,77.82,365.22
000000022484.jpg,640,480,apple,455.53,191.56,461.89,197.21
000000008562.jpg,640,417,apple,274.74,274.2,333.38,332.84
000000033946.jpg,483,640,apple,177.87,413.92,330.81,503.69
000000022142.jpg,640,517,apple,512.88,350.73,534.25,375.41
000000022142.jpg,640,517,apple,593.25,38.5,620.87,63.55
000000022484.jpg,640,480,apple,296.36,171.56,307.67,180.75
000000026625.jpg,453,640,apple,18.51,268.16,73.3,305.31
000000024714.jpg,640,426,apple,374.95,198.98,383.83,205.36
000000033601.jpg,426,640,apple,197.69,596.49,208.38,612.12
000000035741.jpg,640,480,apple,278.67,181.23,309.52,199.09
000000022484.jpg,640,480,apple,304.2,168.2,313.14,177.21
000000000902.jpg,640,427,apple,189.16,232.31,290.94,277.66
000000014366.jpg,640,426,apple,383.84,67.8,453.23,116.72
000000021740.jpg,640,480,apple,259.46,225.06,277.86,242.33
000000035741.jpg,640,480,apple,146.16,148.13,166.09,188.15
000000022142.jpg,640,517,apple,104.45,371.42,140.65,401.59
000000026625.jpg,453,640,apple,1,442.28,102.04,521.67
000000032665.jpg,640,640,apple,310.38,471.93,363.25,501.31
000000022484.jpg,640,480,apple,506.31,194.37,511.31,199.5
000000035741.jpg,640,480,apple,299.5,168.15,309.89,175
000000032665.jpg,640,640,apple,318.41,426.37,361.77,455.65
000000022374.jpg,640,480,apple,3.98,81.3,44.38,113.67
000000022484.jpg,640,480,apple,150.51,185.88,225.26,206.35
000000033601.jpg,426,640,apple,209.72,629.08,222.09,640
000000026625.jpg,453,640,apple,50.58,424.05,74.49,446.96
000000026625.jpg,453,640,apple,0,293.19,161.94,451.69
000000022484.jpg,640,480,apple,447.68,169.35,456.44,176.74
000000022484.jpg,640,480,apple,313.28,167.64,329.48,178.39
000000032665.jpg,640,640,apple,343.18,478.93,415.93,520.82
000000022484.jpg,640,480,apple,217.61,174.85,235.95,182.36
000000022484.jpg,640,480,apple,347.74,171.39,356.98,179.66
000000022484.jpg,640,480,apple,361.11,167.62,383.8,180.15
000000033601.jpg,426,640,apple,163.42,627.61,183.07,640
000000033601.jpg,426,640,apple,149.69,619.59,166.31,640
000000033601.jpg,426,640,apple,162.99,612.97,178.42,628.09
000000033601.jpg,426,640,apple,142.86,609.93,157.98,625.99
000000022374.jpg,640,480,orange,0,115.62,34.96,140.65
000000019528.jpg,640,480,orange,465.13,89.96,478.87,104.83
000000000670.jpg,640,427,orange,473.95,246.81,602.2,334.17
000000012428.jpg,640,480,orange,418.85,194.19,482.59,254.92
000000032665.jpg,640,640,orange,557.15,453.56,601.61,470.91
000000000670.jpg,640,427,orange,316.97,102.4,340.94,126.18
000000010037.jpg,640,426,orange,606.66,349.27,640,392.48
000000032665.jpg,640,640,orange,72.44,379.39,123.35,411.39
000000020966.jpg,640,480,orange,157.75,110.8,163.19,115.99
000000026625.jpg,453,640,orange,104.33,211.97,121.57,229.63
000000026625.jpg,453,640,orange,200.22,213.57,216.25,228.37
000000006753.jpg,443,640,orange,386.46,441.45,395.04,451.49
000000000670.jpg,640,427,orange,257.51,80.53,291.15,98.32
000000026625.jpg,453,640,orange,216.74,221.11,228.47,228.87
000000023363.jpg,640,467,orange,467,122.51,640,303.25
000000032665.jpg,640,640,orange,551.12,450.89,562.54,460.84
000000032665.jpg,640,640,orange,549.42,460.48,559.25,468.68
000000008114.jpg,500,339,orange,440.71,308.51,465.83,325.38
000000012428.jpg,640,480,orange,481.25,173.3,543.58,225.66
000000026625.jpg,453,640,orange,234.27,193.95,252.11,209.7
000000000670.jpg,640,427,orange,297.54,132.81,324.8,155.73
000000000670.jpg,640,427,orange,266.75,130.06,301,158.85
000000026625.jpg,453,640,orange,244.95,208.7,256.62,228.79
000000000670.jpg,640,427,orange,153.76,84.33,188.62,134.43
000000032665.jpg,640,640,orange,539.45,452.74,550.46,460.52
000000023363.jpg,640,467,orange,141.92,118.87,298.39,269.28
000000023363.jpg,640,467,orange,249.23,234.83,413.77,349.77
000000000670.jpg,640,427,orange,99.64,47.16,149.4,87.47
000000023363.jpg,640,467,orange,0,83.7,162.54,214.7
000000000670.jpg,640,427,orange,131.34,86.04,172.58,130.17
000000023363.jpg,640,467,orange,284.39,1.21,447.63,134.33
000000000670.jpg,640,427,orange,180.78,106.47,240.67,137.53
000000026625.jpg,453,640,orange,229.37,205.5,249.64,223.1
000000023363.jpg,640,467,orange,250.81,73.61,305.02,140.69
000000000670.jpg,640,427,orange,184.5,95.29,210.73,116.83
000000000670.jpg,640,427,orange,166.88,129.32,208.91,152.16
000000026625.jpg,453,640,orange,223,228.84,236.8,243.8
000000026625.jpg,453,640,orange,214.9,234.71,225.68,244.92
000000032665.jpg,640,640,banana,305.87,317.71,334.1,350.16
000000035820.jpg,640,480,banana,137.96,198.09,202.24,240.22
000000026812.jpg,333,500,banana,71.14,100.68,138.12,145.34
000000006753.jpg,443,640,banana,223.32,252.95,239.42,277.81
000000017108.jpg,480,640,banana,181.84,472.02,230.1,515.45
000000010784.jpg,640,423,banana,384.35,134.43,429.99,173.72
000000009296.jpg,640,425,apple,270.7,163.51,285.85,171.09
000000022142.jpg,640,517,apple,409.1,471.96,444.49,502.77
000000018312.jpg,640,480,apple,210.02,350.82,237.92,375.9
000000003242.jpg,612,612,apple,31.96,138.29,64.12,158.82
000000022484.jpg,640,480,apple,282.11,174.54,290.91,182
000000027190.jpg,640,426,apple,392.58,292,488.61,351.58
000000035741.jpg,640,480,apple,265.57,197.08,269.46,200.52
000000026041.jpg,640,426,apple,443.63,153.99,471.07,172.79
000000002429.jpg,640,480,apple,70.62,251.03,79.66,259.76
000000029342.jpg,500,500,apple,337.98,34.22,347.98,59.84
000000006753.jpg,443,640,apple,134.24,299.33,148.58,314.63
000000000670.jpg,640,427,apple,234.75,329.57,284.89,371.23
000000010196.jpg,640,443,apple,250.36,1.05,412.35,141.87
000000035820.jpg,640,480,apple,469.49,42.92,528.9,94.54
000000002429.jpg,640,480,apple,78.71,249.74,87.57,257.51
000000035820.jpg,640,480,apple,516.25,67.77,567.13,113.98
000000006753.jpg,443,640,apple,198.9,449.74,214.92,473.47
000000026625.jpg,453,640,orange,65.6,175.51,90.7,199.31
000000009185.jpg,640,428,orange,586.63,298.12,640,415.78
000000009185.jpg,640,428,orange,217.95,283.84,300.12,425.32
000000022484.jpg,640,480,orange,260.72,170.66,269.65,175.9
000000026812.jpg,333,500,orange,284.83,347.42,330.96,369.37
000000005469.jpg,438,640,orange,280.34,334.64,350.81,403.2
000000010784.jpg,640,423,orange,247.95,369.45,268.17,387.03
000000000670.jpg,640,427,orange,147.85,64.1,176.54,88.38
000000010784.jpg,640,423,orange,255.92,351.75,275.31,370.76
000000026812.jpg,333,500,orange,306.66,194,327.94,219.54
000000010784.jpg,640,423,orange,267.78,353.15,350.55,390.43
000000017488.jpg,640,428,apple,453.64,259.14,640,422.98
000000001906.jpg,500,333,apple,117.36,104.44,129.27,111.13
000000002892.jpg,640,426,apple,290.66,128.13,463.72,292.32
000000033297.jpg,640,427,apple,91.31,366.83,101.45,373.99
000000017488.jpg,640,428,apple,319.42,114.95,522.66,325.44
000000017488.jpg,640,428,apple,64.48,140.07,150.08,216.78
000000017488.jpg,640,428,apple,222.34,123.4,365.75,312.38
000000017488.jpg,640,428,apple,249.02,309.98,458.02,423.37
000000033946.jpg,483,640,orange,288.19,275.26,473.67,471.66
000000024714.jpg,640,426,orange,110.99,237.44,132.01,256.66
000000009185.jpg,640,428,orange,22.23,152.3,225.67,289.04
000000026812.jpg,333,500,orange,195.3,316.09,247.23,366.52
000000009296.jpg,640,425,apple,286.99,165.54,299.91,171.19
000000009296.jpg,640,425,apple,300.42,166.4,312.44,171.58
000000009296.jpg,640,425,apple,258.75,156.38,378.02,171.72
000000025411.jpg,314,500,orange,38.37,234.53,263.61,472.15
000000035741.jpg,640,480,orange,247.71,149.71,253.46,155.45
000000035741.jpg,640,480,orange,273.53,154.95,293.51,178.65
000000000670.jpg,640,427,orange,144,65,461,371
000000010784.jpg,640,423,banana,253,126,458,197
000000022142.jpg,640,517,apple,71,4,464,516
000000017108.jpg,480,640,banana,102,144,340,536
000000032665.jpg,640,640,banana,237,343,442,413
000000018312.jpg,640,480,apple,184,80,337,373
000000003242.jpg,612,612,apple,20,103,518,239
000000022484.jpg,640,480,orange,155,167,526,215
000000026625.jpg,453,640,orange,151,191,248,343
000000006753.jpg,443,640,banana,206,280,240,314
000000011360.jpg,640,480,banana,407.98,211.03,548.67,281.14
000000003093.jpg,640,480,banana,373.21,23.8,576,210.41
000000001153.jpg,500,375,banana,152.65,198.38,487.06,336.91
000000001153.jpg,500,375,banana,2.65,97.06,375.88,242.65
000000001153.jpg,500,375,banana,85.59,85.59,408.53,291.18
000000001153.jpg,500,375,banana,4.41,59.01,402.35,194.01
000000011172.jpg,612,612,orange,310.88,352.25,334.99,374.8
000000011172.jpg,612,612,banana,127.59,275.8,168.3,323.4
000000011360.jpg,640,480,banana,443.96,273.12,467.69,289.77
000000011360.jpg,640,480,orange,500.68,246,533.71,271.27
000000011172.jpg,612,612,orange,287.36,374.73,308.82,392.41
000000011172.jpg,612,612,orange,185.3,396.01,215.07,415.24
000000004749.jpg,640,429,banana,205.39,49.85,499.2,246.61
000000019358.jpg,640,426,banana,49.67,222.5,162.38,297.01
000000019358.jpg,640,426,banana,0,139.77,50.74,222.09
000000019358.jpg,640,426,banana,170.45,155.89,282.78,241.31
000000019358.jpg,640,426,banana,158.23,219.09,235.68,288.79
000000019358.jpg,640,426,banana,409.4,19.92,500.14,90.73
000000019358.jpg,640,426,banana,235.68,320.88,340.8,361.82
000000019358.jpg,640,426,banana,480.68,81.45,518.57,120.32
000000017179.jpg,640,425,banana,550.85,44.83,595.02,81.27
000000022090.jpg,640,480,banana,132.08,0.1,640,380.24
000000016521.jpg,414,640,banana,237.41,411.54,276.85,451.61
000000003817.jpg,640,425,banana,204.69,194.69,398.03,283.39
000000014592.jpg,427,640,banana,90.45,267.52,242.15,334.57
000000008711.jpg,640,480,banana,103.55,136.99,310.65,306.34
000000016161.jpg,500,375,banana,40.59,7.06,483.53,351.18
000000016161.jpg,500,375,banana,0,151.98,442.62,375
000000016161.jpg,500,375,banana,148.24,0,500,210.88
000000003703.jpg,640,427,banana,185.91,200.41,299.28,345.04
000000003703.jpg,640,427,banana,186.33,217.41,266.61,396.97
000000003703.jpg,640,427,banana,156.66,231.26,224.77,357.3
000000016161.jpg,500,375,orange,245.29,49.41,463.24,251.47
000000003703.jpg,640,427,orange,149.4,143.16,210.49,208.6
000000022090.jpg,640,480,orange,1.13,0,504.85,460.8
000000016521.jpg,414,640,banana,176.6,78.71,209.47,124.01
000000020906.jpg,426,640,banana,188.31,260.42,298.27,373.97
000000010432.jpg,640,480,banana,187.69,164.85,303.1,274.88
000000010432.jpg,640,480,banana,223.1,72.01,262.29,157.42
000000020906.jpg,426,640,banana,94.92,211.18,208.54,278.77
000000020906.jpg,426,640,banana,327,35.75,399.74,119.4
000000010432.jpg,640,480,banana,266.19,146.93,345.18,257.23
000000010432.jpg,640,480,banana,391.86,361.63,490.24,480
000000020906.jpg,426,640,banana,164.12,14.25,333.02,126.27
000000010432.jpg,640,480,banana,313.44,269.53,391.64,397.84
000000010432.jpg,640,480,banana,357.74,232.66,469.87,367.34
000000010432.jpg,640,480,banana,449.83,217.65,525.48,321.65
000000010432.jpg,640,480,banana,206.17,316.88,254.5,446.82
000000010432.jpg,640,480,banana,117.57,168.27,237.3,293.39
000000010432.jpg,640,480,banana,268.19,287.41,321.22,403.71
000000010432.jpg,640,480,banana,421.89,225.89,489.85,340.36
000000022090.jpg,640,480,orange,424.1,0,618.07,72.54
000000010432.jpg,640,480,banana,90.28,74.12,186.09,171.75
000000020906.jpg,426,640,banana,270.7,371.59,359.49,486.17
000000016161.jpg,500,375,banana,143.44,25.65,267.8,216.06
000000010432.jpg,640,480,banana,499.51,203.97,587.3,285.19
000000012153.jpg,500,333,banana,170,54.66,192.8,69.05
000000023840.jpg,640,427,banana,337.89,155.61,637.1,425.91
000000010432.jpg,640,480,banana,0,0,639,479
000000014034.jpg,640,426,banana,5.72,72.52,622.32,420.37
000000025234.jpg,606,640,banana,240.92,374.2,351.61,426.65
000000009148.jpg,640,480,banana,242.69,265,275.33,280.28
000000020857.jpg,640,480,banana,0,97.25,444.24,267.36
000000000142.jpg,480,640,banana,106.19,374.53,378.83,566.82
000000011702.jpg,500,333,banana,360.07,169.34,447.63,194.14
000000006407.jpg,375,500,banana,20.17,360.45,258.36,500
000000021292.jpg,640,426,banana,121.92,279.8,203.23,422.5
000000020311.jpg,640,425,banana,131.5,194.16,241.47,258.19
000000008773.jpg,424,640,banana,51.78,83.18,392.63,408.21
000000023729.jpg,640,480,banana,38.83,11.94,578.16,472.52
000000025616.jpg,480,640,banana,0.86,461.09,136,618.08
000000018554.jpg,427,640,banana,127.56,296.69,289.33,638.78
000000002624.jpg,427,640,banana,0,69.49,272.83,237.57
000000012357.jpg,500,375,banana,215.48,96.02,337.41,232.85
000000015126.jpg,480,640,banana,0,54.53,480,470.67
000000021020.jpg,640,429,banana,315.08,231.24,339.57,246.65
000000009651.jpg,640,427,banana,263.47,94.01,548.51,256.41
000000013731.jpg,480,640,banana,220.51,0.53,401.02,131.07
000000024882.jpg,640,478,banana,327.62,134.34,640,348.1
000000023054.jpg,640,427,banana,148.4,147.44,358.07,260.41
000000007251.jpg,640,480,banana,0,0,360.54,277.67
000000003518.jpg,640,427,banana,141.7,20.68,500.72,165.25
000000013922.jpg,612,612,banana,332.07,142.85,605.14,426.89
000000003518.jpg,640,427,banana,186.03,279.28,444.35,377.6
000000020765.jpg,426,640,banana,72.27,47.49,266.84,214.17
000000000984.jpg,480,640,banana,85.73,254.75,315.67,560.66
000000006407.jpg,375,500,banana,225.84,446.07,344.94,500
000000000984.jpg,480,640,banana,381.94,311.01,480,404.85
000000024520.jpg,640,480,banana,320.9,421.05,407.41,466.04
000000014036.jpg,640,554,banana,514.22,387.19,637.98,481.48
000000021921.jpg,427,640,banana,101.36,152.78,381.65,373.4
000000016680.jpg,640,161,banana,504.29,17.03,581.91,121.69
000000019836.jpg,640,426,banana,314.95,57.44,396.32,225.92
000000006809.jpg,640,480,banana,133.75,25.89,394.79,322.52
000000025616.jpg,480,640,banana,224.68,130.7,257.02,236.23
000000020133.jpg,640,480,banana,23.29,39,262.91,140.34
000000006151.jpg,640,427,banana,292.5,240.01,358.31,279.82
000000020599.jpg,427,640,banana,120.85,397.93,263.83,447.29
000000000984.jpg,480,640,banana,254.56,43.24,340.85,204.32
000000018670.jpg,640,464,banana,228.35,31.28,305.51,92.8
000000011677.jpg,612,612,banana,234.46,314.08,297.92,351.2
000000000984.jpg,480,640,banana,2.88,66.16,139.51,153.89
000000020599.jpg,427,640,banana,106.21,425.91,226.9,475.16
000000024428.jpg,427,640,banana,222.68,314.81,277.33,375.08
000000016680.jpg,640,161,banana,399.12,61.6,452.71,161
000000021921.jpg,427,640,banana,24.45,132.31,427,493.3
000000009768.jpg,640,425,banana,36,1,640,382
000000018670.jpg,640,464,banana,301.08,92.36,332.18,123.09
000000016680.jpg,640,161,banana,448.85,40.93,496.03,144.98
000000006407.jpg,375,500,banana,340.42,319.79,375,404.29
000000015726.jpg,360,640,banana,101.92,130.94,191.53,365.23
000000010403.jpg,640,416,banana,0.98,98.86,134.1,185
000000000984.jpg,480,640,banana,0,240.8,52.39,399.51
000000011677.jpg,612,612,banana,238.46,79.53,264.13,120.07
000000002624.jpg,427,640,banana,272.74,124.4,354.47,214.78
000000011677.jpg,612,612,banana,490.22,60.83,559.06,153.36
000000016680.jpg,640,161,banana,456.71,4.16,525.67,74.33
000000018670.jpg,640,464,banana,358.14,89.14,403.54,119.88
000000014036.jpg,640,554,banana,0,436.54,80.7,490.45
000000020599.jpg,427,640,banana,233.9,402.71,297.22,437.44
000000007781.jpg,640,480,banana,475.02,259.22,625.68,360.72
000000019151.jpg,480,640,banana,38.84,540.38,291.4,640
000000010403.jpg,640,416,banana,12.93,172.52,183.86,257.69
000000014036.jpg,640,554,banana,415.52,413.42,522.92,500.89
000000016494.jpg,427,640,banana,218.35,355.39,382.49,542.12
000000010303.jpg,640,468,banana,137.65,276.4,549.49,456.99
000000016494.jpg,427,640,banana,0.8,356.28,271.73,517.44
000000018670.jpg,640,464,banana,371.2,63.14,426.88,95.89
000000014036.jpg,640,554,banana,313.37,342.13,366.78,382.12
000000025616.jpg,480,640,banana,187.74,176.4,216.17,232.52
000000010403.jpg,640,416,banana,22.51,60.69,219.26,114.52
000000011677.jpg,612,612,banana,410.3,37.24,491.52,120.69
000000024516.jpg,640,427,banana,75.53,54.38,542.81,300.11
000000009148.jpg,640,480,banana,252.19,257.87,273.92,266.3
000000011677.jpg,612,612,banana,366.8,67.86,381.38,87
000000020857.jpg,640,480,banana,0,41.86,348.99,141.25
000000009148.jpg,640,480,banana,333.47,269.57,366.98,281.39
000000011677.jpg,612,612,banana,300.96,13.06,429.12,200.26
000000010403.jpg,640,416,banana,111.59,92.69,301.48,330.54
000000020599.jpg,427,640,orange,0,523.85,40.48,610.02
000000021213.jpg,427,640,orange,368.16,458.94,417.28,531.58
000000009768.jpg,640,425,orange,321.4,0.97,493.34,112.38
000000018670.jpg,640,464,banana,233.21,72.84,461.73,156.4
000000019609.jpg,612,612,banana,159.09,245.68,287.73,325.14
000000000984.jpg,480,640,banana,422.55,382.49,480,495.4
000000016629.jpg,640,480,banana,615.08,238.8,639.73,296.44
000000009452.jpg,425,640,banana,197.9,303.67,425,519.49
000000008356.jpg,640,480,banana,444.21,231.59,495.55,253.6
000000017573.jpg,375,500,banana,175.42,205.21,200.32,231.84
000000019609.jpg,612,612,banana,304.86,276.61,366.3,339.77
000000009452.jpg,425,640,banana,41.71,283.33,368.18,539.33
000000004376.jpg,640,424,banana,374.48,221.3,417.44,246.2
000000004376.jpg,640,424,banana,377.61,256.26,401.75,266.69
000000023298.jpg,640,427,banana,449.27,186.98,467.39,198.19
000000002624.jpg,427,640,banana,4.31,157.12,40.27,231.91
000000017573.jpg,375,500,banana,217.1,177,233.55,206.19
000000002279.jpg,500,333,banana,193.67,142.61,221.85,187.57
000000000984.jpg,480,640,banana,154.44,316.59,269.18,499.12
000000023298.jpg,640,427,banana,433.73,187.55,445.13,197.5
000000020599.jpg,427,640,banana,201.18,531.67,426.37,614.66
000000016629.jpg,640,480,banana,281.02,231.79,353.89,267.12
000000000984.jpg,480,640,banana,314.97,75.26,380.96,187.51
000000021213.jpg,427,640,banana,202.03,324.73,310.18,383.43
000000016680.jpg,640,161,banana,345.44,85.48,400.6,161
000000002279.jpg,500,333,banana,235.66,145.14,251.54,191.38
000000011677.jpg,612,612,banana,238.94,13.36,269.89,64.48
000000004376.jpg,640,424,banana,451.56,203.68,494.41,237.15
000000009452.jpg,425,640,banana,0,237.98,335.1,607.6
000000016680.jpg,640,161,banana,439.02,32.53,463.63,60.22
000000002279.jpg,500,333,banana,226.87,200.57,249.02,263.11
000000009452.jpg,425,640,banana,3.3,504.64,214.71,640
000000009148.jpg,640,480,banana,301.22,262.83,337.77,273.67
000000016629.jpg,640,480,banana,552.58,231.83,586.71,293.61
000000010303.jpg,640,468,banana,364.17,72.67,590.77,275.46
000000021213.jpg,427,640,banana,295.29,246.15,402.67,405.16
000000008081.jpg,385,640,banana,67.6,61.4,251.69,441.09
000000009148.jpg,640,480,banana,321.07,257.85,345.54,264.08
000000009452.jpg,425,640,banana,199.91,539.33,425,629.93
000000009148.jpg,640,480,banana,341.82,264.64,362.63,270.94
000000011041.jpg,425,640,banana,239.12,470.76,323.34,564.81
000000004376.jpg,640,424,banana,317.39,199.96,358.54,237.26
000000023875.jpg,640,428,banana,0,239.98,26.7,273
000000009398.jpg,640,480,banana,83.95,80.29,221.7,212.66
000000019609.jpg,612,612,banana,146.68,338.64,303.65,383.72
000000009398.jpg,640,480,banana,492.19,108,640,307.53
000000004376.jpg,640,424,banana,408.57,202.34,459.84,233.6
000000019609.jpg,612,612,banana,362.68,536.16,581.18,612
